SK_ESCOLA,CO_MUNICIPIO,IN_INTERNET,IN_BANDA_LARGA,QT_COMP_ALUNO,IN_EQUIP_LOUSA_DIGITAL,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_BIBLIOTECA_SALA_LEITURA,IN_INFANTIL,IN_FUNDAMENTAL,IN_MEDIO,IN_INTEGRAL,IN_AUDITORIO,IN_QUADRA_ESPORTES,QT_SALAS_UTILIZADAS,QT_MAT_BAS,QT_DOC_BAS,PROP_DOCENTES_SUPERIOR,SK_DATA
35001086,1501402,0,0,0.085,0,1,0,1,0,1,1,0,0,0,5,147,8,0.54,20260101
35001087,2111300,1,1,0.708,1,1,1,1,1,1,1,0,0,1,14,542,33,0.83,20260101
35001088,5002704,1,1,0.459,1,1,1,1,1,1,1,1,1,1,32,1981,141,0.89,20260101
35001089,3550308,1,1,0.732,1,1,1,1,1,1,0,1,1,1,22,382,23,0.86,20260101
35001090,3509502,1,1,0.61,1,1,1,1,1,1,1,1,0,1,21,591,36,0.86,20260101
35001091,3549805,1,1,0.801,1,1,1,1,0,1,1,0,1,1,11,373,23,0.89,20260101
35001092,3304557,0,0,0.061,0,0,0,0,1,1,0,0,0,0,10,171,9,0.74,20260101
35001093,3301702,1,1,0.241,1,1,1,1,0,1,1,1,1,1,28,886,59,0.92,20260101
35001094,3303302,1,1,0.041,0,0,0,0,1,1,0,0,0,0,6,330,18,0.73,20260101
35001095,3106200,1,1,0.128,0,0,0,1,0,1,1,0,0,1,5,196,10,0.74,20260101
35001096,3170206,0,0,0.134,0,1,0,1,1,1,1,0,0,1,9,328,18,0.51,20260101
35001097,3136702,1,1,0.347,0,1,1,1,1,1,1,1,1,1,55,3154,225,0.92,20260101
35001098,4106902,1,0,0.108,0,0,0,1,1,1,0,0,0,1,8,205,11,0.66,20260101
35001099,4113700,1,1,0.544,1,1,1,1,1,1,1,1,1,1,39,1465,104,0.87,20260101
35001100,4118204,1,1,0.453,0,1,1,1,1,1,1,1,1,1,45,2960,211,0.9,20260101
35001101,4314902,1,1,0.492,0,1,1,1,0,1,1,1,1,1,20,570,38,0.93,20260101
35001102,4304606,1,1,0.791,1,1,0,1,1,1,0,0,1,1,17,557,34,0.85,20260101
35001103,4316907,1,0,0.033,0,1,0,1,1,1,0,1,0,1,6,232,12,0.53,20260101
35001104,4205407,1,1,0.268,1,1,1,1,1,1,1,1,1,1,44,1949,139,0.95,20260101
35001105,4209102,1,1,0.256,1,1,1,1,1,1,1,1,1,1,25,1525,108,0.92,20260101
35001106,4202404,1,1,0.37,0,1,1,1,0,1,1,1,1,1,17,754,50,0.91,20260101
35001107,2927408,1,0,0.14,0,1,0,0,0,1,0,0,0,1,7,166,9,0.52,20260101
35001108,2910800,1,1,0.396,0,1,1,1,1,1,1,1,1,1,12,573,35,0.85,20260101
35001109,2933307,1,1,0.054,0,0,0,1,1,1,0,0,0,0,11,245,13,0.55,20260101
35001110,2611606,1,1,0.567,1,1,1,1,1,1,0,1,1,1,22,574,35,0.87,20260101
35001111,2609600,0,0,0.086,0,1,0,0,1,1,1,1,0,1,4,231,12,0.71,20260101
35001112,2611101,1,1,0.523,0,1,0,1,1,1,1,1,1,1,16,524,32,0.89,20260101
35001113,2304400,0,0,0.13,0,0,0,0,1,1,0,0,0,1,10,331,18,0.61,20260101
35001114,2304202,1,1,0.404,0,1,1,1,1,1,1,1,1,1,27,1553,110,0.86,20260101
35001115,2313500,1,0,0.076,0,0,0,0,1,1,0,1,0,0,9,105,5,0.58,20260101
35001116,5208707,0,0,0.095,0,0,0,1,1,1,0,0,0,0,7,74,4,0.52,20260101
35001117,5300108,1,1,0.298,1,1,1,1,0,1,1,1,1,1,20,1170,78,0.96,20260101
35001118,1302603,1,1,0.401,1,1,1,1,1,1,1,1,1,1,48,2086,149,0.94,20260101
35001119,1501402,1,1,0.326,1,1,1,1,0,1,1,1,1,1,27,1032,68,0.96,20260101
35001120,2111300,1,1,0.558,1,1,1,1,1,1,1,1,1,1,46,2441,174,0.92,20260101
35001121,5002704,0,0,0.146,0,1,0,0,1,1,0,0,0,0,8,171,9,0.65,20260101
35001122,3550308,1,1,0.36,0,1,1,1,0,1,1,0,0,1,12,635,39,0.82,20260101
35001123,3509502,1,1,0.284,1,1,1,1,0,1,1,1,1,1,18,690,46,0.95,20260101
35001124,3549805,1,1,0.411,1,1,1,1,1,1,1,1,1,1,41,2004,143,0.97,20260101
35001125,3304557,1,1,0.528,1,1,0,1,1,1,0,1,1,1,12,603,37,0.83,20260101
35001126,3301702,1,1,0.341,1,1,1,1,1,1,1,1,1,1,55,1782,127,0.94,20260101
35001127,3303302,0,0,0.07,0,0,0,0,1,1,0,0,0,1,11,235,13,0.62,20260101
35001128,3106200,1,1,0.094,0,1,0,1,1,1,0,0,0,0,5,310,17,0.61,20260101
35001129,3170206,1,1,0.397,1,1,1,1,0,1,1,1,1,1,21,560,37,0.98,20260101
35001130,3136702,1,1,0.311,1,1,1,1,0,1,1,1,1,1,29,427,28,0.93,20260101
35001131,4106902,1,1,0.044,0,1,0,0,0,1,0,0,0,1,5,308,17,0.52,20260101
35001132,4113700,1,1,0.48,0,1,1,1,0,1,1,1,1,1,18,458,30,0.98,20260101
35001133,4118204,1,1,0.279,0,1,1,1,0,1,1,0,1,1,29,988,65,0.92,20260101
35001134,4314902,1,1,0.596,1,1,1,1,1,1,0,0,0,1,23,281,17,0.91,20260101
35001135,4304606,1,1,0.75,1,1,0,1,1,1,0,1,0,1,15,368,23,0.88,20260101
35001136,4316907,1,1,0.364,0,1,1,1,0,1,0,0,1,1,13,466,29,0.85,20260101
35001137,4205407,1,1,0.386,1,1,1,1,1,1,1,1,1,1,49,2105,150,0.91,20260101
35001138,4209102,1,1,0.453,0,1,1,1,1,1,1,1,1,1,43,3002,214,0.97,20260101
35001139,4202404,1,1,0.706,1,1,1,1,0,1,0,1,0,1,16,610,38,0.82,20260101
35001140,2927408,1,1,0.443,1,1,1,1,1,1,1,1,1,1,42,1035,73,0.97,20260101
35001141,2910800,1,1,0.588,1,1,1,1,1,1,0,1,1,1,40,2481,177,0.87,20260101
35001142,2933307,1,1,0.541,0,1,1,1,1,1,1,1,1,1,36,1652,118,0.9,20260101
35001143,2611606,1,0,0.07,0,0,0,0,0,1,0,1,0,1,5,239,13,0.65,20260101
35001144,2609600,1,1,0.125,0,0,0,1,0,1,0,0,0,0,11,261,14,0.52,20260101
35001145,2611101,1,1,0.565,1,1,1,1,1,1,1,0,0,1,20,300,18,0.88,20260101
35001146,2304400,1,1,0.107,0,0,0,0,1,1,0,0,0,0,5,228,12,0.54,20260101
35001147,2304202,1,1,0.59,0,1,1,1,1,1,0,1,1,1,44,1842,131,0.93,20260101
35001148,2313500,1,1,0.371,0,1,1,1,0,1,1,1,1,1,33,1102,73,0.97,20260101
35001149,5208707,1,1,0.059,0,1,0,1,1,1,1,1,0,1,8,111,6,0.51,20260101
35001150,5300108,1,1,0.461,1,1,1,1,1,1,1,1,1,1,50,1599,114,0.86,20260101
35001151,1302603,0,0,0.106,0,0,0,1,1,1,1,0,0,1,8,129,7,0.66,20260101
35001152,1501402,1,1,0.146,0,0,0,1,1,1,0,0,0,0,7,216,12,0.6,20260101
35001153,2111300,1,1,0.081,0,1,0,1,1,1,0,1,0,0,10,196,10,0.52,20260101
35001154,5002704,1,0,0.135,0,0,0,1,1,1,0,0,0,0,5,147,8,0.75,20260101
35001155,3550308,1,1,0.37,1,1,0,1,0,1,1,1,0,1,14,584,36,0.91,20260101
35001156,3509502,1,1,0.641,1,1,0,1,1,1,1,0,1,1,20,487,30,0.93,20260101
35001157,3549805,1,0,0.138,0,1,0,0,1,1,0,0,0,0,8,224,12,0.7,20260101
35001158,3304557,1,1,0.526,1,1,1,1,1,1,0,1,1,1,28,1202,85,0.96,20260101
35001159,3301702,0,0,0.105,0,0,0,0,1,1,0,0,0,1,11,166,9,0.52,20260101
35001160,3303302,0,0,0.095,0,0,0,1,1,1,0,0,0,0,4,285,15,0.74,20260101
35001161,3106200,1,1,0.363,1,1,0,1,1,1,1,0,0,1,20,555,34,0.85,20260101
35001162,3170206,1,0,0.053,0,0,0,1,1,1,0,0,0,1,8,300,16,0.56,20260101
35001163,3136702,1,0,0.054,0,1,0,1,1,1,0,0,0,0,7,185,10,0.6,20260101
35001164,4106902,0,0,0.125,0,0,0,0,1,1,0,0,0,0,5,238,13,0.66,20260101
35001165,4113700,1,0,0.098,0,0,0,1,0,1,0,0,0,0,4,274,15,0.67,20260101
35001166,4118204,1,1,0.489,1,1,1,1,0,1,1,1,1,1,17,715,47,0.99,20260101
35001167,4314902,1,1,0.416,1,1,1,1,0,1,1,0,1,1,19,370,23,0.81,20260101
35001168,4304606,1,1,0.126,0,1,0,1,1,1,1,0,0,0,5,117,6,0.73,20260101
35001169,4316907,1,1,0.072,0,0,0,1,1,1,0,1,0,0,7,65,4,0.66,20260101
35001170,4205407,1,1,0.484,0,1,1,1,1,1,1,1,1,1,38,1781,127,0.95,20260101
35001171,4209102,1,1,0.516,0,1,1,1,1,1,1,1,1,1,42,2582,184,0.87,20260101
35001172,4202404,1,1,0.411,1,1,1,1,0,1,1,1,1,1,33,823,54,0.9,20260101
35001173,2927408,1,1,0.794,1,1,1,1,1,1,1,1,1,1,15,388,24,0.85,20260101
35001174,2910800,1,1,0.832,1,1,0,1,0,1,1,1,0,1,11,543,33,0.85,20260101
35001175,2933307,1,1,0.781,0,1,0,1,0,1,0,0,1,1,16,705,44,0.85,20260101
35001176,2611606,0,0,0.113,0,0,0,1,1,1,1,0,0,0,6,92,5,0.7,20260101
35001177,2609600,1,1,0.461,1,1,1,1,0,1,1,1,0,1,13,395,24,0.92,20260101
35001178,2611101,0,0,0.046,0,0,0,1,1,1,0,1,0,0,6,106,5,0.53,20260101
35001179,2304400,0,0,0.055,0,0,0,0,1,1,0,0,0,0,11,177,9,0.63,20260101
35001180,2304202,1,1,0.475,0,1,1,1,0,1,1,1,1,1,26,882,58,0.99,20260101
35001181,2313500,1,1,0.301,0,1,1,1,0,1,1,1,1,1,25,982,65,0.99,20260101
35001182,5208707,1,1,0.438,1,1,1,1,1,1,1,0,1,1,21,410,25,0.87,20260101
35001183,5300108,1,1,0.097,0,1,0,0,1,1,0,0,0,0,9,132,7,0.55,20260101
35001184,1302603,1,0,0.105,0,0,0,1,1,1,0,1,0,0,9,76,4,0.54,20260101
35001185,1501402,1,1,0.407,1,1,1,1,1,1,1,1,1,1,48,2738,195,0.89,20260101
35001186,2111300,1,1,0.02,0,1,0,0,1,1,0,0,0,0,4,83,4,0.54,20260101
35001187,5002704,1,1,0.034,0,0,0,0,1,1,1,0,0,0,9,238,13,0.63,20260101
35001188,3550308,1,1,0.495,1,1,1,1,1,1,1,1,1,1,34,1389,99,0.85,20260101
35001189,3509502,1,1,0.075,0,0,0,1,1,1,0,0,0,0,9,92,5,0.67,20260101
35001190,3549805,1,1,0.687,1,1,1,1,1,1,0,0,0,1,10,455,28,0.87,20260101
35001191,3304557,1,0,0.109,0,0,0,0,1,1,1,0,0,0,9,267,14,0.67,20260101
35001192,3301702,1,1,0.253,0,1,1,1,1,1,0,1,1,1,47,1899,135,0.89,20260101
35001193,3303302,1,1,0.255,0,1,1,1,1,1,0,1,1,1,58,2681,191,0.91,20260101
35001194,3106200,0,0,0.036,0,1,0,1,1,1,1,0,0,0,4,322,17,0.56,20260101
35001195,3170206,1,1,0.372,1,1,1,1,1,1,1,1,1,1,59,1419,101,0.89,20260101
35001196,3136702,1,1,0.033,0,0,0,0,1,1,1,0,0,0,4,199,11,0.69,20260101
35001197,4106902,1,1,0.337,1,1,1,1,0,1,1,1,1,1,32,1144,76,0.98,20260101
35001198,4113700,0,0,0.052,0,0,0,1,1,1,1,0,0,0,4,142,7,0.63,20260101
35001199,4118204,1,1,0.061,0,0,0,1,0,1,0,1,0,1,10,319,17,0.72,20260101
